Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
26,1,21.476891887097768,0,3,17,138,19,36,False,False,True,False,True,False,False
36,1,20.478883926792797,1,1,15,48,62,36,False,False,True,True,False,False,False
40,1,11.659844500291632,0,1,18,68,41,7,False,False,True,False,False,False,False
19,1,15.409269159085907,1,1,12,171,10,38,True,False,False,False,True,False,False
38,0,10.939299590608226,1,1,16,91,43,2,True,False,False,False,True,False,False
49,0,18.491707646617854,1,2,9,116,81,0,False,False,False,False,True,False,False
30,1,1.0554777478126036,0,2,4,30,1,46,False,False,False,True,False,False,False
20,0,17.513722667250484,0,3,4,174,75,32,False,False,True,False,False,False,True
39,0,3.9217076240430906,1,1,8,44,81,35,False,False,False,False,False,True,False
30,0,20.43599547004867,0,1,5,34,93,40,False,False,False,False,False,True,False
32,0,22.172249893014545,0,2,4,37,1,28,True,False,False,True,False,False,False
38,0,5.896858478140323,0,3,18,16,94,28,False,False,True,False,False,False,False
43,1,23.22584636824268,0,1,17,145,21,4,False,False,True,False,False,True,False
42,1,3.117424428773891,0,2,4,83,8,19,False,True,False,False,False,False,False
19,0,18.0685978537198,0,1,7,120,7,40,True,False,False,False,False,False,True
32,1,22.17610341482524,1,1,19,148,50,21,False,False,True,False,False,False,True
36,1,3.2792292428692527,0,1,8,52,49,28,True,False,False,False,False,True,False
44,1,7.972451541480623,1,1,2,80,74,37,False,False,False,False,False,False,False
17,0,9.351538616679631,0,2,1,90,52,46,True,False,False,False,True,False,False
17,0,14.642727186064754,0,3,15,156,55,37,False,True,False,False,True,False,False
33,1,4.877779943892449,0,1,5,131,85,44,True,False,False,False,False,True,False
28,0,6.705999416639304,0,1,17,59,24,11,True,False,False,True,False,False,False
42,1,10.735246819485766,0,1,8,43,13,22,False,False,True,False,True,False,False
42,0,9.614466907625255,0,2,7,16,84,12,True,False,False,True,False,False,False
19,0,7.300965848210184,0,1,2,133,85,33,False,False,True,False,False,False,False
33,0,4.353268455832568,0,3,12,87,12,11,True,False,False,False,True,False,False
33,1,1.7095811756661703,1,2,19,98,96,11,False,False,True,False,True,False,False
39,1,17.91836782413891,0,2,14,54,31,6,False,False,False,False,False,True,False
29,1,7.442241099960818,0,1,12,88,47,0,False,False,False,False,False,False,True
19,1,4.3191030896890785,0,2,0,29,81,8,False,False,False,False,True,False,False
17,1,9.483212067452136,0,2,7,78,54,36,True,False,False,False,False,False,True
38,0,14.552867410853716,0,2,6,120,67,31,False,False,True,False,False,True,False
44,0,18.944826513630776,0,2,4,10,40,42,False,False,False,True,False,False,False
39,0,17.606290806196863,0,1,5,14,37,28,False,True,False,False,True,False,False
48,1,23.26811662818853,0,1,10,26,34,25,False,False,True,False,False,True,False
26,1,14.963812658481633,0,3,17,94,38,11,False,False,True,False,False,False,False
34,0,9.324746990218006,0,3,1,40,23,48,False,False,True,False,False,False,False
31,0,4.948477290366631,0,2,6,28,85,38,False,False,True,False,False,True,False
26,1,1.5216070168846096,0,1,2,11,75,29,False,False,False,False,True,False,False
19,0,15.037875926502291,0,1,8,25,67,25,False,False,True,False,True,False,False
30,0,15.16468115984592,1,1,12,159,67,43,False,False,False,False,False,True,False
33,0,10.980422132901548,0,3,18,74,77,23,False,False,True,True,False,False,False
43,1,1.6597309777371372,0,2,14,144,40,36,True,False,False,False,False,False,False
37,0,0.2415173159858179,0,3,15,129,18,26,True,False,False,False,False,False,True
35,0,13.410712565663909,0,1,13,80,60,28,False,False,True,True,False,False,False
48,1,23.936726686294648,0,3,3,46,94,27,False,False,True,False,False,False,True
45,1,12.751842307600253,0,2,18,126,38,9,True,False,False,False,False,False,False
47,0,23.326022331050467,0,1,15,11,70,47,True,False,False,False,True,False,False
40,0,11.88335132563946,0,2,10,64,26,22,False,False,True,False,False,False,True
30,1,6.714240462861874,0,2,2,108,84,34,True,False,False,False,True,False,False
48,0,20.817119246768808,0,1,16,43,14,37,False,False,True,False,True,False,False
44,0,15.409333945692104,0,2,6,58,57,14,False,True,False,False,True,False,False
19,1,9.00797421007594,0,3,17,91,20,47,False,False,True,False,True,False,False
48,0,21.894823319867683,1,1,3,22,5,29,False,True,False,False,False,False,True
21,0,23.436651559732667,0,1,10,42,47,4,False,False,True,False,False,True,False
44,0,17.671138604360124,0,1,16,112,73,1,True,False,False,False,False,False,True
37,1,5.754248998682028,1,1,4,63,91,6,True,False,False,False,False,False,True
42,1,4.905329461973926,0,1,15,71,24,2,False,True,False,False,False,True,False
30,0,2.9198232298256546,1,1,10,36,3,29,False,False,True,False,True,False,False
23,1,1.2352856824774516,0,1,13,62,6,18,True,False,False,False,False,True,False
27,0,11.959567664333145,0,2,10,113,26,38,True,False,False,False,False,True,False
31,0,22.91782739452249,0,1,1,99,5,25,False,False,True,False,False,False,True
41,1,10.599998790691917,0,1,15,107,25,32,False,False,False,False,False,True,False
38,0,19.816498965577384,1,1,16,179,14,0,False,False,False,False,True,False,False
34,0,2.664802844820989,0,2,3,77,31,24,False,False,False,False,False,False,False
28,0,14.77212933542928,0,1,11,103,59,37,True,False,False,False,True,False,False
25,0,5.501126905110738,0,1,15,97,52,41,False,False,False,False,False,True,False
16,0,12.388445378043013,0,1,19,32,16,31,True,False,False,False,True,False,False
19,0,16.46029687853051,0,1,15,16,31,14,True,False,False,False,False,True,False
31,1,2.281038504007788,0,2,5,65,85,46,False,False,False,False,False,False,True
27,0,5.011900954446782,0,2,7,158,25,11,False,False,True,False,False,False,True
39,0,18.200111209896672,0,2,6,36,23,48,False,False,True,True,False,False,False
30,1,20.22093690851163,1,1,9,26,7,3,True,False,False,True,False,False,False
19,1,8.594752994031428,0,2,10,28,65,8,False,False,True,False,False,False,False
18,0,19.77739646385463,0,1,13,38,84,19,False,False,False,True,False,False,False
40,0,9.798837499030864,0,1,15,41,98,26,True,False,False,True,False,False,False
24,0,5.374595661684947,0,1,3,108,32,34,True,False,False,False,True,False,False
46,0,8.753213256645614,0,2,14,160,84,24,False,False,True,False,False,False,True
29,0,20.71254851997178,0,1,9,178,59,11,False,False,True,False,False,False,True
36,1,0.7439815349809296,0,3,9,179,65,21,False,False,True,False,False,False,True
16,0,11.54191864676818,1,1,10,148,87,41,False,False,True,True,False,False,False
25,0,13.230643833696764,1,2,3,135,78,42,False,False,False,False,False,False,True
39,0,12.883316502109452,0,3,7,137,89,15,False,False,True,False,False,True,False
37,0,8.617851520041002,0,2,19,125,85,36,False,False,True,False,True,False,False
31,1,18.505475598962754,0,2,2,138,30,29,False,False,True,False,False,True,False
39,1,17.889164196459113,0,1,17,110,73,44,False,False,True,True,False,False,False
27,1,10.483605901882797,0,2,9,116,47,30,False,False,True,False,True,False,False
43,1,16.745206627784142,1,1,16,51,69,3,True,False,False,False,True,False,False
43,0,11.026952182495863,0,1,7,143,58,30,False,False,False,True,False,False,False
28,0,0.5489235467568179,0,2,10,35,95,4,False,False,False,False,False,True,False
36,0,1.9817191214676024,1,1,12,135,67,33,False,False,False,False,False,True,False
17,1,12.924680715583944,1,2,5,154,41,19,True,False,False,False,True,False,False
23,0,15.332379685175429,0,3,3,10,46,32,True,False,False,False,False,False,False
36,0,7.85328889661085,0,3,11,151,81,44,True,False,False,False,False,True,False
44,1,8.513841171907096,0,1,6,95,20,22,False,False,True,False,True,False,False
47,0,13.231107431058035,0,2,11,46,75,25,False,False,True,False,False,False,True
32,0,4.62454325547132,0,2,13,177,6,7,False,False,False,False,False,False,True
36,1,19.63991536763354,0,3,9,174,76,21,False,False,True,False,False,False,True
38,1,23.168844916777207,0,2,0,110,63,40,False,False,False,True,False,False,False
32,0,6.124357099486301,0,1,7,61,36,7,True,False,False,False,True,False,False
15,1,10.647521570085251,0,2,10,45,48,31,False,False,True,True,False,False,False
35,0,18.218103884868743,0,1,11,120,41,26,True,False,False,False,False,False,True
49,1,8.05680691039662,0,2,14,108,72,22,False,False,True,False,False,True,False
48,0,11.203001651338674,0,1,17,149,7,22,False,False,True,False,True,False,False
21,1,20.187456661665017,0,1,7,29,21,38,False,False,True,False,False,True,False
35,1,6.876426976339074,1,1,1,139,4,6,False,False,True,False,False,False,True
36,1,4.2416679022567605,0,3,17,81,82,7,False,False,True,False,False,True,False
45,1,8.566404376007121,0,3,14,69,34,40,True,False,False,True,False,False,False
37,1,18.76756642644301,0,3,7,178,48,2,False,False,False,False,True,False,False
31,1,20.786126524421285,0,1,1,164,72,28,False,False,False,True,False,False,False
25,0,2.9972537865788684,0,1,19,90,98,3,False,False,False,False,False,True,False
18,1,14.441227060032908,0,1,11,97,81,3,False,False,True,True,False,False,False
36,0,2.135998784839046,0,1,0,128,48,18,False,False,True,True,False,False,False
39,0,9.317563951748626,0,1,8,80,98,30,False,False,False,False,False,False,False
21,1,11.654168150128562,0,1,6,164,49,27,False,False,False,False,False,True,False
34,1,19.490936812244374,0,1,10,103,51,15,True,False,False,False,False,True,False
42,1,4.627372707928638,0,1,10,46,18,18,True,False,False,False,False,False,False
40,0,8.622440448612156,0,2,7,124,93,39,False,False,True,False,True,False,False
37,0,11.82446405760762,0,1,16,171,60,43,False,False,True,False,False,False,True
15,0,11.635230546040017,0,2,19,153,18,0,True,False,False,False,True,False,False
40,0,2.24435815090406,0,1,2,90,3,8,False,False,True,False,False,True,False
41,0,16.86107332169876,1,1,4,126,37,36,False,True,False,False,True,False,False
38,0,13.590849267703916,0,2,19,102,25,33,False,False,False,False,False,False,True
37,0,16.57074139046874,0,2,1,154,78,5,False,False,True,False,False,False,False
39,1,20.30013484469488,0,3,9,58,75,37,False,False,False,False,True,False,False
33,1,10.63535158828262,0,1,1,133,29,22,False,False,True,False,False,True,False
43,0,9.668953418827332,0,1,13,43,40,25,False,False,False,False,False,False,False
21,1,11.916246334402462,0,3,4,104,1,18,False,True,False,False,False,True,False
20,1,6.707903564543209,1,1,12,78,79,14,True,False,False,False,False,False,False
42,1,4.6451468782304115,0,2,15,35,73,41,False,False,True,False,True,False,False
32,0,0.4706357213886631,0,3,19,108,97,34,False,False,True,False,False,False,False
21,0,9.62776286289798,0,3,17,103,57,36,False,False,False,False,False,True,False
39,0,0.1775760438892586,0,1,10,137,52,22,False,False,False,True,False,False,False
39,1,9.51560620270715,0,1,4,99,65,1,False,False,True,False,False,True,False
38,0,3.502719243315597,0,2,0,142,28,33,False,False,True,False,False,False,False
38,1,8.627444102686464,1,3,1,83,97,10,False,False,True,False,False,False,True
19,1,18.28026594617849,1,1,2,49,48,3,False,False,True,False,False,False,True
19,0,2.84906325799712,0,2,4,110,31,23,True,False,False,False,False,False,False
27,0,2.591943873216435,1,1,4,121,55,47,False,False,True,False,False,False,True
39,0,13.393369406374848,0,2,1,60,15,42,True,False,False,False,True,False,False
15,0,5.732552053951041,1,2,2,26,4,44,False,False,False,False,False,False,False
47,0,0.4910970946722601,0,1,2,111,14,36,False,False,True,False,True,False,False
45,0,20.66828306036937,0,1,8,117,31,34,False,False,True,True,False,False,False
18,0,14.8326098484788,1,3,4,140,73,14,False,False,True,False,False,False,True
22,0,14.252115869182454,0,1,14,98,82,7,False,False,False,False,False,False,True
46,1,20.12698007075712,0,2,12,162,36,38,True,False,False,False,True,False,False
34,0,9.638668216331691,0,2,2,142,5,45,False,True,False,False,False,False,True
40,1,20.12450132863396,1,3,8,36,1,14,False,False,True,False,False,False,False
18,0,0.5787033857256221,0,2,15,66,6,3,True,False,False,False,False,True,False
34,1,10.810465178461293,0,2,1,66,30,9,True,False,False,False,False,False,False
42,0,6.996367454729041,0,2,19,167,26,9,False,False,True,False,False,False,True
22,0,16.60370556276346,0,2,19,89,96,17,False,False,False,False,False,True,False
39,0,19.945336797196383,1,2,14,147,92,44,False,False,True,False,True,False,False
27,0,19.48783440802375,0,2,16,154,13,27,False,False,True,True,False,False,False
25,1,19.29984732649696,1,1,3,75,70,47,False,True,False,True,False,False,False
20,1,17.780035582973362,0,1,11,139,93,47,False,False,False,False,False,True,False
29,0,7.742599079893927,0,2,14,16,44,22,True,False,False,False,False,True,False
47,1,2.283465209195118,0,3,15,102,39,27,False,False,True,False,False,False,True
47,0,0.8356409231152258,0,3,7,135,80,10,False,False,True,False,False,False,False
36,0,8.758640945919062,1,2,6,131,86,47,False,False,True,False,False,True,False
39,1,4.935941126752611,0,1,3,62,77,21,True,False,False,False,False,True,False
40,1,16.929962926493445,0,2,6,62,67,43,False,False,True,True,False,False,False
31,1,9.740867908416629,0,2,14,15,66,48,False,False,True,False,False,True,False
44,1,17.106163512683963,1,1,19,90,48,0,False,False,True,False,False,True,False
16,1,18.35043118125309,0,3,14,26,69,26,False,False,True,False,False,True,False
43,0,13.43796635014782,0,2,6,26,37,27,False,False,True,False,False,False,True
27,0,2.3984610698502964,1,2,13,121,95,14,False,True,False,False,False,True,False
36,1,23.6034364961773,1,1,2,133,2,10,False,False,False,False,False,True,False
17,0,5.66092670597233,0,1,7,128,44,28,False,False,True,False,True,False,False
16,0,8.700441602087954,0,2,1,163,2,25,False,False,True,False,False,False,True
38,0,8.742070593337253,0,3,6,54,46,6,False,True,False,False,False,False,False
22,0,17.670888305906416,0,1,8,28,73,18,False,False,True,False,False,True,False
32,0,22.86012981663699,0,3,12,35,42,31,False,True,False,False,False,False,False
37,0,9.92883422241072,0,2,15,132,56,42,False,False,False,False,True,False,False
43,1,23.68588717146233,0,2,11,45,74,7,False,False,False,False,False,False,True
47,0,18.725399286176863,0,1,7,124,96,11,False,False,True,False,True,False,False
37,0,7.626652689504453,0,2,12,152,49,7,False,False,False,False,False,True,False
29,0,5.143862730083863,0,1,16,47,61,34,False,False,True,False,False,True,False
26,0,15.053782957913956,0,3,16,109,11,42,True,False,False,True,False,False,False
36,1,14.577560712741576,1,2,7,114,6,34,False,False,True,False,False,False,True
45,1,3.0010370576470375,0,1,19,89,4,46,True,False,False,False,True,False,False
19,0,14.25199836141492,0,2,14,88,52,1,False,False,True,False,False,False,True
31,0,0.3710917958752855,0,3,1,84,62,23,True,False,False,False,True,False,False
15,1,21.65211343323808,1,1,4,92,86,3,False,False,True,False,True,False,False
30,0,12.828570701792334,0,2,17,28,23,43,False,False,True,False,False,False,True
22,0,11.5581904776631,0,1,19,153,55,33,False,False,False,False,False,True,False
20,1,10.484586388145608,1,1,14,160,3,30,False,True,False,False,False,False,True
28,1,12.706833830095889,0,1,0,13,2,11,False,False,False,False,False,True,False
33,1,22.612823544918367,0,2,10,42,89,18,False,False,True,False,False,False,True
42,0,22.81218932489097,0,1,15,169,34,4,False,False,False,False,False,False,False
42,1,1.0116984517672352,0,2,5,175,77,41,True,False,False,False,False,False,True
37,0,21.02482077704464,1,1,3,147,7,13,True,False,False,True,False,False,False
29,0,9.210122598314191,1,1,15,171,6,16,True,False,False,True,False,False,False
41,1,14.827783097974828,0,2,12,86,38,37,True,False,False,False,False,True,False
43,1,20.552237330785314,1,2,3,177,75,34,False,False,True,False,False,False,False
48,0,19.626611271445363,0,1,14,15,36,31,True,False,False,True,False,False,False
48,1,9.89950782119125,1,1,4,109,7,38,True,False,False,False,False,False,True
48,1,8.03941256123154,0,3,2,173,67,2,True,False,False,False,False,True,False
21,1,20.4714665502894,1,2,1,125,38,19,True,False,False,False,False,True,False
39,0,23.092557375966685,0,3,7,64,59,0,True,False,False,False,False,False,True
16,1,16.147651782330524,0,3,5,23,63,5,False,False,False,True,False,False,False
32,1,20.69834613432161,0,1,10,85,86,10,False,True,False,False,False,False,True
21,0,2.5491659345913504,0,1,15,75,24,9,False,False,True,True,False,False,False
35,0,18.66865568964547,0,2,4,108,38,11,True,False,False,False,False,False,True
35,1,2.6825999823228965,0,1,5,112,82,33,False,False,True,True,False,False,False
16,0,17.225241756758216,0,1,2,69,50,9,False,False,True,True,False,False,False
23,0,19.16694758553611,0,1,4,107,85,32,False,False,False,True,False,False,False
32,0,20.71497989763584,0,1,0,149,66,14,True,False,False,True,False,False,False
46,0,19.45824783378665,0,1,14,157,69,41,False,False,True,False,False,True,False
22,1,13.85511546370108,0,1,14,156,88,2,False,False,True,True,False,False,False
43,0,10.731763111639085,0,1,5,131,89,7,True,False,False,False,True,False,False
39,1,17.960012642987873,1,1,5,14,53,30,True,False,False,False,False,False,False
18,0,20.53517426275591,0,1,14,157,58,8,False,True,False,True,False,False,False
44,1,9.121378175738272,0,2,5,39,78,34,False,False,True,False,False,True,False
31,0,23.706668814596743,0,1,1,152,86,0,False,True,False,True,False,False,False
46,0,23.9868669249759,0,1,12,102,95,10,False,False,False,False,True,False,False
15,1,20.04290905407017,1,1,12,73,36,43,False,False,True,False,True,False,False
20,0,17.39050927745685,0,1,13,106,44,12,False,True,False,False,False,True,False
41,1,22.3435031565363,1,2,2,99,40,0,True,False,False,False,False,False,False
28,1,6.133033204953091,0,3,8,153,83,43,False,False,True,False,False,False,True
32,0,20.238237623835353,1,1,14,64,34,40,False,False,True,False,False,False,True
21,0,10.594746752257258,0,2,11,32,82,8,False,False,True,False,False,True,False
49,1,9.865194508450484,0,3,14,151,73,24,False,True,False,True,False,False,False
44,0,10.586077060358488,1,2,2,109,83,47,False,True,False,False,False,False,False
40,1,12.398323557920106,1,1,3,53,25,15,True,False,False,False,True,False,False
23,0,15.8599851754102,0,3,9,138,47,0,False,True,False,True,False,False,False
23,0,16.27522353545057,0,1,5,173,51,33,False,True,False,False,True,False,False
47,0,14.426496247369377,0,3,16,13,25,45,True,False,False,False,False,True,False
30,0,3.3938833397884203,1,1,11,113,22,25,True,False,False,False,False,True,False
23,1,3.345500135012869,0,2,11,155,81,12,False,False,False,True,False,False,False
33,1,16.42828201840716,1,3,2,171,9,0,False,False,True,False,False,False,False
17,0,6.015951561806169,0,2,16,109,69,27,False,False,True,True,False,False,False
23,0,0.9112247651259642,0,1,6,102,16,31,False,False,True,False,False,False,True
35,0,4.756571519875773,0,1,19,66,98,4,True,False,False,False,False,True,False
32,0,21.21767394367053,0,2,18,122,57,8,True,False,False,False,False,True,False
46,0,4.500518747963867,0,1,18,117,62,31,False,False,True,False,False,False,True
26,0,14.626019354715426,0,1,4,169,3,4,False,True,False,False,False,False,False
17,0,4.498901326882178,0,1,4,127,24,31,True,False,False,False,False,False,False
48,1,9.290849819310258,0,1,3,170,78,18,False,False,True,False,False,False,True
39,1,14.36037580453966,0,3,2,41,52,13,True,False,False,False,False,True,False
35,0,1.494626547669574,0,1,4,115,59,45,False,False,True,False,True,False,False
19,0,4.179229805909786,0,1,14,132,20,14,True,False,False,False,False,False,True
29,1,10.76752926116928,0,2,5,52,56,49,False,True,False,False,False,True,False
49,0,14.581151743971107,0,2,19,44,27,40,False,False,True,False,False,True,False
18,1,18.01690285994609,0,3,15,157,99,7,True,False,False,True,False,False,False
22,0,4.797040237817369,0,3,16,177,6,38,False,False,True,False,False,False,False
21,0,7.833633110990894,0,1,10,53,33,20,False,False,True,False,False,True,False
27,0,21.624285180085387,0,1,3,146,45,4,False,False,False,True,False,False,False
18,1,17.459537659554893,0,1,18,90,89,27,False,False,False,False,False,True,False
16,1,0.2552419045113847,0,1,16,169,59,49,False,False,False,False,False,False,True
40,1,20.59011039993817,0,3,14,48,5,36,False,False,False,False,False,False,False
28,0,10.385934992007726,0,1,9,50,55,27,True,False,False,False,False,False,True
24,1,22.803812551563308,0,3,2,67,78,19,False,False,False,False,False,False,False
43,0,19.95501595755936,0,3,14,170,76,49,False,False,False,True,False,False,False
42,1,6.2643286126487805,1,1,19,78,86,22,True,False,False,False,False,True,False
21,0,17.26182011341558,0,2,9,102,97,22,False,False,True,False,False,False,True
31,1,0.3384585591275817,0,1,0,50,19,9,False,False,False,True,False,False,False
38,0,11.784509724031423,0,1,14,54,98,29,True,False,False,False,False,False,False
20,0,18.104020744406196,0,2,6,25,78,37,False,False,True,True,False,False,False
15,1,10.591901151026832,0,2,4,165,84,3,True,False,False,False,False,True,False
38,0,19.8684807515556,0,1,1,44,30,10,True,False,False,False,False,False,True
45,0,1.2913442379620772,1,1,2,177,62,20,False,False,True,False,False,False,True
17,0,17.190479699355194,1,3,9,73,7,30,False,False,True,False,False,False,False
38,0,9.312765933188365,1,1,10,62,15,6,False,True,False,False,False,False,False
25,0,22.55887455585308,0,1,14,30,61,42,True,False,False,False,False,True,False
42,0,13.445847697537122,0,1,19,140,92,12,False,False,True,False,False,True,False
32,1,4.210390004129439,0,1,11,168,21,44,False,False,False,False,False,False,False
49,1,10.453751014892209,0,1,8,10,69,13,True,False,False,False,False,True,False
17,0,12.193086187728476,0,1,15,41,69,8,True,False,False,False,True,False,False
34,1,17.984156989752286,0,2,13,149,37,42,True,False,False,False,False,False,False
25,0,1.3135378096128738,0,1,15,171,71,5,False,False,True,False,False,True,False
40,0,8.62886079496885,0,1,9,94,18,5,False,False,True,True,False,False,False
43,1,21.940456027865668,1,2,19,54,42,28,False,False,True,True,False,False,False
44,0,13.26950986687462,0,1,13,85,22,23,False,False,True,False,False,False,True
20,1,8.23297426828555,0,1,4,127,60,29,True,False,False,False,False,False,False
34,0,6.276161979732487,0,3,0,156,48,18,True,False,False,False,True,False,False
18,1,13.21057542156464,0,1,3,12,48,46,False,False,True,True,False,False,False
36,0,0.0499834625651383,1,2,5,35,92,39,False,False,False,False,True,False,False
41,1,13.381571456482265,0,1,14,104,64,5,False,False,False,True,False,False,False
30,1,11.349618573842193,1,3,14,173,32,11,False,False,False,False,True,False,False
15,0,12.781835445434243,0,1,14,177,45,32,True,False,False,False,False,False,False
41,1,4.469392919553602,0,1,3,82,53,42,False,False,True,False,False,False,False
15,1,16.04238471371995,0,1,3,75,2,39,False,False,False,False,False,False,False
33,0,16.98447336003914,0,2,0,84,99,0,False,False,False,True,False,False,False
44,0,7.146214959488288,1,1,3,62,35,5,False,False,True,False,False,False,False
48,1,8.442681896928272,0,1,2,176,38,49,False,False,True,False,True,False,False
48,1,5.76102906678365,1,3,10,38,27,33,True,False,False,False,False,False,False
44,0,15.27157156703526,0,2,14,99,22,34,False,False,False,False,False,False,False
19,0,3.2124239186595576,0,3,1,55,21,11,True,False,False,False,False,True,False
31,1,13.853779796821549,0,2,6,87,45,47,False,False,True,False,False,True,False
20,0,14.954895781545144,0,1,3,143,64,34,False,True,False,True,False,False,False
20,1,11.914760438960842,1,2,7,44,62,38,False,False,True,False,False,False,True
16,0,9.263693451249289,0,1,8,144,16,35,False,False,True,False,False,False,True
40,0,8.71519185561258,0,1,5,178,81,25,False,True,False,False,False,False,True
26,1,20.14689955607892,0,2,9,77,17,35,True,False,False,False,True,False,False
25,0,14.802655393301867,0,1,4,43,87,40,True,False,False,True,False,False,False
22,1,5.41833136321188,1,3,17,79,78,11,False,True,False,False,False,False,True
17,0,4.9651751599025005,0,2,3,75,35,38,True,False,False,False,False,True,False
47,0,1.545872893994794,1,1,14,21,30,21,False,False,True,True,False,False,False
22,0,19.13591714520454,0,2,18,94,3,43,False,False,False,False,False,False,False
30,1,12.701113543052443,0,1,14,38,9,12,False,False,True,False,False,False,False
29,1,1.726336198144054,1,2,9,126,70,1,False,False,True,False,False,False,False
48,1,18.525661073636208,0,1,14,54,80,23,True,False,False,False,False,False,False
34,0,1.1372720127133764,1,1,15,144,3,34,True,False,False,True,False,False,False
29,0,10.919111906104298,0,1,13,179,78,13,False,False,True,False,False,False,True
28,1,15.84121019112185,0,1,10,152,46,38,True,False,False,False,False,True,False
28,1,6.669085125651743,0,2,5,92,57,3,False,False,False,True,False,False,False
26,1,5.238729880106683,0,1,9,126,99,23,False,False,True,False,False,False,False
47,0,2.697032702746495,0,1,3,47,25,17,False,False,True,False,True,False,False
44,0,22.04241441613452,0,1,14,74,85,36,False,False,False,False,False,False,False
19,0,13.743021544858426,0,1,11,62,8,1,False,False,False,True,False,False,False
23,0,0.2899574101457647,1,1,10,36,37,11,False,False,False,False,True,False,False
21,1,14.214052779812976,0,2,16,82,40,3,False,False,True,False,True,False,False
28,1,5.929856784728241,1,1,12,87,17,46,False,True,False,False,False,False,False
43,0,19.19684117254542,0,2,16,35,16,11,True,False,False,False,False,True,False
25,1,2.180494933008198,0,2,7,110,58,29,False,False,False,False,False,False,False
15,1,9.64505402907653,0,3,5,55,3,20,False,False,True,True,False,False,False
39,0,15.110603404807012,0,1,10,62,85,13,False,False,False,False,False,False,False
32,0,13.689554974000297,0,1,15,15,74,8,True,False,False,False,True,False,False
28,1,12.924115444494118,0,3,15,128,91,35,False,False,True,False,False,False,False
33,0,23.753269271513048,0,1,5,154,56,9,True,False,False,False,False,True,False
34,0,17.135810570479723,0,2,5,120,70,18,False,False,True,False,False,False,False
41,0,21.696751758865783,1,2,18,115,9,45,False,False,False,True,False,False,False
49,0,15.557127918942442,0,2,17,133,33,44,False,False,True,False,False,True,False
41,1,13.050276571453397,1,2,15,112,26,42,False,False,True,False,False,False,True
26,1,7.382062320115756,0,2,19,117,98,49,True,False,False,False,True,False,False
47,1,15.616700901458673,0,1,19,40,41,13,False,False,True,False,True,False,False
31,0,21.882953696971235,0,1,9,141,74,7,True,False,False,False,False,False,True
34,0,6.135457346148811,0,1,2,160,86,45,False,False,True,False,False,True,False
16,1,3.2326763124913898,0,1,0,30,9,9,False,False,False,False,False,False,True
